医生,405
现在,394
什么,387
没有,373
请问,316
感觉,310
手淫,297
自己,225
检查,220
勃起,217
医院,216
时候,216
治疗,208
怎么,204
可以,194
射精,189
问题,179
性生活,177
还是,165
但是,164
不会,161
知道,160
一直,159
正常,152
你好,146
早泄,145
这个,145
就是,139
今年,138
最近,137
情况,135
怀孕,133
一个,131
时间,130
怎么办,129
影响,126
阴茎,126
一下,124
这样,119
需要,118
每次,117
因为,112
然后,110
经常,109
有点,108
是不是,106
月经,106
一次,106
还有,105
精液,103
比较,103
避孕药,102
您好,100
孩子,100
开始,99
龟头,97
之前,95
特别,89
发现,87
有没有,86
导致,85
以前,85
觉得,84
这种,82
女朋友,82
起来,80
晚上,80
不好,79
做爱,79
包皮,77
心里,77
本人,76
精子,75
或者,75
谢谢,75
总是,75
老公,75
有时候,74
同房,72
严重,70
身体,70
不是,69
应该,69
而且,69
喜欢,69
硬度,68
已经,66
自慰,65
心理,64
25,64
左右,64
今天,63
有时,62
几天,62
害怕,61
30,61
原因,60
之后,60
如果,60
症状,60
这是,59
内裤,59
每天,59
不能,59
阳痿,57
出现,57
可能,56
我们,56
24,56
分钟,56
20,56
效果,55
27,54
如何,53
工作,53
以后,53
结婚,53
平时,52
28,52
不想,51
情绪,51
一起,51
结果,50
男性,50
手术,49
舒服,49
不够,49
jj,48
感染,48
10,48
紧急,48
一样,48
宝宝,48
别人,47
东西,47
出来,47
很多,45
服用,45
容易,45
睾丸,45
一年,44
咨询,44
引起,43
所以,43
敏感,43
23,43
小便,42
床上,42
焦虑,42
说话,42
男朋友,42
昨天,42
是否,41
两次,41
小时,41
第一次,41
22,40
26,40
控制,40
一些,40
一点,39
无力,39
大概,39
出血,38
两个,37
一个月,37
前列腺炎,37
怎么回事,37
睡觉,37
习惯,37
发生,37
小孩,36
男科,36
的话,36
担心,36
其他,36
前列腺,36
里面,36
长期,36
不到,36
紧张,35
17,35
为什么,35
吃药,35
年龄,34
后来,34
不敢,34
胶囊,34
洗澡,34
早上,34
几次,34
性欲,34
老婆,34
中药,34
有过,34
21,34
那个,34
疼痛,33
一般,33
尿道口,33
